cancer有啲都有得医嘅	有些癌症还是可以治的
买包沙虫返去喂金鱼	买一包蚊子幼虫去喂金鱼儿
买咁贵，老衬喇	买那么贵，笨了
买咗件间条恤衫	买了件带条纹的衬衫
买咗对猫仔，一公一乸	买了两只小猫，一只公的，一只母的
买咗几十张奖票得一张入围	买了几十张奖券才一张中奖
买咗笪地	买了一块地
买啲生果点心做手信	买些水果点心做礼物
买嘢千祈唔好贪平	买东西千万别贪图便宜
买多啲嘢	多买点东西
买楼要睇餸食饭	买公寓时要量入为出
买油要带嘢嚟装	买油要带家伙盛
买盒仔饭食，半个钟搅掂	买盒饭吃，半个小时就弄好了
买开嘢就计平啲	顺便再买就收便宜点
费事同你拗	我不想跟你抬杠
费事啦，要排几个钟头队至买到飞㗎！	算了，要排上几个小时队才买到票！
费事理佢	懒得理他
费事睇咁多文件	懒得看那么多文件
费事睬你	懒得理你
费事话佢	懒得说他
费时同你讲	懒得跟你说
贼人一开枪，车站啲人即刻走避，倒泻箩蟹噉	匪徒一开枪，车站里的人马上逃避，场面一时大乱
卖五百蚊至够皮	卖五百块钱才够本
卖嘢呃秤真冇道德	卖东西短斤少两真缺德
赢咗季军之嘛，使乜咁尘啫	只不过是赢得一个季军，用不着这么傲慢
赢唔赢都系打五五波嘅咋	赢得了赢不了一半儿一半儿吧
走先吖	先走吧
走到嗍晒气	跑得气喘吁吁的
走到索晒气	跑得气喘吁吁的
走啦	走吧
走嚟走去做咩？	跑来跑去干什么？
走法律罅都冇咁易嘅	钻法律的漏洞也不是那么容易的
起先佢唔肯，后尾先至答应	开头他不肯，后来才答应
起先佢讲乜嚟呀？	刚才他说什么来着？
起呢间屋，巴闭咗两年	盖这所房子，闹腾了两年
起身食早餐啦	起床吃早餐了
起身，咪坐喺度	起来，别坐在这儿
起头大家都唔熟	起初大家都不熟
趁大家响度，你快啲讲啦	趁大家都在场，你快点说吧
趁手帮我倒埋啲垃圾吖	顺手帮我把垃圾给倒了
趁手帮我做埋佢	顺手帮我把它干完
趁热食啦，冻咗就唔好食啦	趁热吃，凉了就不好吃了
越嚟越多人知道呢单嘢	知道这件事的人越来越多
越秀山嘅风景真正	越秀山的风景真美
越秀山嘅风景真正斗	越秀山的风景真美
赶唔切喇，点算呀？	来不及了，怎么办？
赶货嗰排，晚晚都挨更抵夜	赶工那阵子，每晚都要熬夜
趯到我一条气	跑得我气喘吁吁的
趯咗只牛出去	把牛赶了出去
趷起手指公	跷着大拇指
趷起条尾	翘起尾巴
趷起只脚	把腿跷起来
趷高脚跳芭蕾舞	踮起脚跳芭蕾舞
跑步得第尾	赛跑得了个倒数第一
跟住你想点做呀？	接着你想怎么办？
跟住点呀？	然后怎么样？
跩呀你	你真坏
路又远又挛	路又远又弯曲
路好滑，因住跌跤	路很滑，当心摔跤
路好滑，因住躀低	路很滑，当心摔倒
踎喺地下写字	蹲在地上写字
踎喺度倾偈	蹲在那儿聊天
踎喺门边	蹲在门边
踩凹咗个乒乓波	把乒乓球踩瘪了
趸低个旅行袋先	先放下旅行包
趸入柜筒	放进抽屉里
趸响处，我等阵会嚟攞㗎喇	放在这儿，我待会儿会来拿的
躝开啦，喺度阻头阻势	滚开点，不要在这里碍手碍脚
身子咁弱，赚几多钱都假喇	身子这么差，赚多少钱都白搭
身子好嘅人禁冷又禁热	身体好的人耐寒又耐热
身水身汗噉，去边度嚟呀？	满身都是汗的，上哪儿去了？
身边有两位好友，拍咗三年拖，就噉散咗	身边有两位好朋友，交往了三年，就那样分手了
车一过就好大尘	车一过尘土就很多
车玻璃被打烂	车玻璃被打破
车站外便有好多乞儿	车站外边有很多乞丐
车站外面嗰啲全部都系水客	车站外面那些全都是跑单帮的
车行嘅天桥唔畀人行	高架路行人不能走
车辘啡啡噉漏气	车轮刺刺地漏气
车辘漏气漏到啡啡声	车轮漏气漏得嘶嘶响
车速太快，嚟唔切煞掣	车速太快，来不及刹车
车过嚟啦，缩开啲	车过来了，躲开点儿
输就输啦嘛，唔好咁赖猫	输就输了嘛，别那么赖皮
输梗㗎啦	输定了
转吓眼又开学咯	一转眼又到开学时候了
转吓眼咁高	一转眼长得这么高了
转头同你攞	回头再跟你拿
转头话你听	回头再告诉你
辛苦晒大家啦	大家辛苦了
辣椒好醒胃	辣椒很能增进食欲
办呢啲事真有啲踢脚	办这些事真有点棘手
农忙嗰阵，大家都做到諵光黑至收工	农忙的时候，大家都干到天快黑才收工
迆吓先	先打发一下时间
迆吓先啦	先打发一下时间
迆吓都唔得？	打发一下时间都不行？
近排去边间的士高度蒲多呀？	最近常去哪所的士高混呢？
近排唔见你蒲头嘅？	最近怎不见你露面？
近排好忙吖	最近很忙
近排我好唔得闲	最近我很忙
近排有冇升到呢？	近期有没有升级呀？
近排股市唔明朗，价格分分钟会下泻	这几天股市不明朗，价格随时会下泻
近日阴阴冻，着多件杉啦	这几天阴阴冷冷的，多穿件衣服吧
追女仔唔好势凶夹狼噉，要一步一步嚟至得㗎！	追求女孩别这么凶猛，要一步一步的才好！
追女仔唔好势凶夹狼噉，要一步一步嚟至得㗎！	追求女孩别这么凶猛，要一步一步的才好！
送呢份礼物畀边个？	这份礼物送给谁？
送枝笔佢	送他一枝笔
送枝笔畀佢	送一枝笔给他
透咗一啖气	呼了一口气
透啖气出嚟	呼一口气出来
逐蚊逐蚊噉储	一元一元存下来
通咗半年信，面都未见过，就讲话结婚嘞，噉唔系隔山买牛？	通了半年信，没见过一次面，就说结婚了，这岂非闭着眼睛瞎碰吗？
通屋都系佢啲书	整个屋里都是他的书
通屋都系佢啲书	整个房子里都是他的书
通屋都欢喜	全家都高兴
通气啲啦！	将就点吧！
通气啲啦，佢啱啱输钱你咪追佢还钱喇	体谅一下吧，他刚输了钱你就别追他还钱了
通街都讲呢件事	所有人都在说这件事
通通都系陈皮嘢	全都是旧东西
逢亲星期日都休息	每逢星期日都休息
连埋我，一共五个人	加上我，一共五个人
连日嚟，警方𢫏赌行动十分成功	连日来，警方抓赌局的行动非常成功
连老人家几十年积埋啲钱都呃走咗，个衰人真系阴功	连老人家几十年来攒下来的钱都骗了去，这个坏蛋真作孽
游戏机有乜好玩？踢吓波仲好过	游戏机有甚么好玩儿的？踢踢足球更好
运动少啲就周身唔妥	少点运动就一身不舒服
过三个字我就翻嚟	过15分钟我就回来
过咗去无谓再提	事情过去了不必再提起
过咗成个钟头，佢先至施施然嚟到	过了快一个钟头，他才慢吞吞地来了
过咗阵，我亦瞓着咗	过了一会儿，我也睡着了
过澳门搏杀	到澳门去大赌一场
过云雨一阵间就停	阵雨一会儿就停
过马路认真小心至好吖	过马路可要特别小心哪
适值你开紧会	正好你在开会
迟吓佢就嚟	过些时候他就来
迟啲即系几时？	晚一点就是什么时候？
迟啲我实捉晒你哋！	稍后我一定把你们一网打尽！
迟就系迟啲，不过迟到好过冇到呀嘛	晚是晚了点，不过迟到总比没到好
迟早畀人拉！	早晚要被逮捕了！
还晒债佢至心息	还了债之后他才算放下一桩心事
边位姓张？	哪一位姓张？
边使咁贵㗎？	哪要这么贵啊？
边个㗎？	谁的？
边个系二五仔我唔会放过佢！	谁是叛徒我不会放过他！
边个系你大佬？	哪个是你哥哥？
边个系负责人呀？	负责人是谁？
边个做都系一式	谁做都是一样
边个叫你做㗎，吓？	谁叫你干的，啊？
边个叻就边个坐我江山	谁有本事，谁就坐我的江山
边个同你咁大仇口㗎？	谁跟你有这么大的仇恨？
边个同你执苏州屎呀？	谁替你解决这些遗留的棘手问题呀？
边个咁抵死攞咗我副眼镜？	谁这么缺德拿了我的眼镜？
边个咁抵死，乱抄人哋嘅柜桶！	谁那么缺德，乱翻人家的抽屉！
边个咁狼，打到你面都肿晒	谁这么凶狠，打得你脸全肿起来啦
边个咁衰泼水出街呀？	哪个这么缺德把水泼到街上？
边个咁衰，整到呢度咁污糟！	谁那么讨厌，弄得这里那么脏！
边个唔想下半世食安乐茶饭？	谁不想安度晚年，三餐不愁？
边个唔熟性嘅，咪玩残佢啰	谁不会做人的话，就找他的麻烦！
边个地方好玩啲？	哪个地方比较好玩？
边个够胆死就嚟抢！	谁敢于以身试法就来抢！
边个够胆食？	谁敢吃？
边个学你咁叻吖！	谁像你那样聪明能干！
边个得罪咗你呀，一日燶起块面	谁得罪你啦，成天黑着脸
边个扒咗我枝笔？	谁拿走了我的笔？
边个拎咗我嘅眼镜？	谁拿了我的眼镜？
边个搞鬼乱我嘅书？	谁把我的书弄乱了？
边个敢嚟，一于㩧湿佢	谁敢来，非把他揍瘪不可
边个整到本书甩皮甩骨	谁弄得这本书破烂不堪
边个听你支笛吖？	谁听你那一套啊？
边个着就帮边个	谁对就帮谁
边个要你啲烂鬼嘢	谁要你这些破烂货
边个诈奸就唔同佢玩	谁耍滑就不跟谁玩
边个话㗎？	谁说的？
边个话嘅	谁说的？
边个识你系亚谁？	哪个认得你是谁？
边个踩亲你条尾呀？	谁得罪你啦？
边个趸本书喺柜桶度？	谁把书放在抽屉？
边个都制	谁都愿意
边个鼠咗我只游戏碟？	谁偷偷拿走我的游戏光盘？
边啲最好？	哪些最好？
边度使咁贵㗎？	哪要这么贵啊？
边度系吖！	哪里哪里！
边度有咁好吖！	哪里有这么好！
边度有好嘢食？	哪里有好东西吃？
边度有屎坑？	哪里有厕所？
边度有得下载呢首歌啊？	哪里可以下载这首歌？
边度有得买？	哪里能买到？
边度有得卖吖？	哪里有卖的啊？
边度都系一式	哪里都是一样
边度都有得买㗎啦	哪儿都有卖的
边有人咁戆㗎，出埋钱畀埋假你去旅行都唔去！	哪有人这么笨的，给钱给假期让你去旅行都不干！
边本书系你嘅？	哪本书是你的？
边样系合心水嘅你就攞去啦	你哪样合心意的就拿走好了
边班学生成绩最好？	哪一班学生成绩最好？
边间公司？	哪一家公司？
边间宝号呀？	哪一家字号？
边只探热针准啲？	哪一种体温计比较准？
边鬼个咁百厌！	谁那么淘气！
边鬼个攪攪震呢吓	到底谁在捣乱呢？
部冷气机咁响好似有啲唔妥噃	这台空调声音这么大，好像不太对劲
部录影机唔要就抌咗佢啦	这台录象机若不要的话，便把它扔了吧
部电脑嘅功能好齐全㗎	这台电脑的功能挺齐全的
都乜嘢时代喇，你仲讲嗰啲嘢，今时唔同往日咯	都什么时代了，你还讲那些事，今非昔比喽
都系我唔好	都怪我不好
都系熟人，你摆乜款㖞！	都是熟人，你摆什么架子！
都系自己人，大家抵谂啲啦	都是自己人，大家忍让点吧
都系买呢只牌子嘅波鞋悭啲	还是买这个牌子的运动鞋省点钱儿
都做到七七八八啰，做埋佢啦	都完成七八成了，干完它吧
都十二点咯仲嘈嘈闭？	都十二点了，还闹个没完？
都咁多年啦，你都放唔低？	已经这么多年了，你还是放不下？
都咪话唔惊	可别说不害怕
都唔似台湾人	也不像台湾人
都唔系一定㗎	也不一定啊
都唔化嘅	脑筋一点也不开窍
都唔够麻雀脚，点开枱呀？	打麻将的伴儿还没凑齐，怎么开始啊？
都唔好得去边	也好不到哪里去
都唔明大家咁高咁大我哋点解要受你气	也不懂大家都差不多我们为何还要受你的气
都唔知系咪㗎	都不知道是不是
都唔知系咪真	也不知道是不是真的
都唔知为乜	也不知道为什么
都唔知点讲	不知道怎么开口
都好㖞	也好啊
都几重手㖞	挺沉的
都成三点啦，你仲未食饭呀？	已经三点了，你还没去吃饭吗？
都未用过就抌，咁大嘥㗎！	还没有用过就扔掉，真浪费！
都未发令你就开始，搏懵呀？	还没发令你就开始跑，想占便宜呀？
都未开始就想褪舦㖞	还没有开始就居然打起退堂鼓了
都水浸眼眉，你仲唔走	都火烧眉毛了，你还不走
都算你好彩	你也算走运了
都要睇佢哋个心态	还是要看他们的心态
都话咗你唔使嚟㗎啦	都叫你不用来了
都话唔好咯	说了别这样嘛
都话唔开会咯，仲去把鬼呀！	都说不开会了，还去干什么！
都开波啦，佢仲未到，搅到我半天吊，都唔知入场好定系唔入场好	都开球了，她还没到，弄得我进退两难，不知道进球场好还是不进好
乡下唔兴畀利是，只有好熟嘅人先会畀	乡下不流行给红包，只有很熟的人才会给
乡下亲戚时时拎啲土产畀我	乡下亲戚常常带些土产给我
酸微微嘅餸好食	酸溜溜的菜好吃
酸枝枱椅好矜贵㗎	红木家具很贵重的呀
酸辣汤几开胃	酸辣汤让人胃口很好
腌尖夹孤寒	又挑剔又吝啬
醒定啲，过独木桥喇	注意着点，过独木桥了
醒神啲得唔得呀？	振作点行不行？
医生叫我戒宵夜	医生嘱咐我要戒除吃夜宵的习惯
医生同我讲话你已经好得七七八八㗎啦，你仲唔出院？	医生告诉我你已经差不多痊癒了，你还不出院？
医生喺度睇症，唔得闲	医生正在替病人治病，没空
医生话皮外伤咋，伤口唔系好深	医生说只是皮外伤，伤口不太深
医生话，佢暂时冇生命危险	医生说，他暂时没有生命危险
医院有冇用依种探热针？	医院有没有用这种体温计？
铅笔㓟到尖笔甩	铅笔削得尖尖的
铰剪喺便度呀？	剪刀在哪里？
